artist_name,track_name
M.I.A.,Paper Planes - Blaqstarr Remix
Beyoncé,Dance for You
ZAYN,wRoNg
Tim McGraw,My Little Girl - From the Motion Picture 'My Friend Flicka'
B*Witched,C'est La Vie
Chedda Da Connect,Flicka Da Wrist
Ed Sheeran,The Man
2Pac,Only God Can Judge Me
Backstreet Boys,Shape of My Heart
50 Cent,Best Friend - Remix
B.o.B,Ray Bands
Electric Light Orchestra,Livin' Thing
Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975"
Zoey Dollaz,Bad Tings
Bachman-Turner Overdrive,Let It Ride
Citizen Cope,Bullet and a Target
Mariah Carey,Hero
Fugees,Ready or Not
Fat Joe,So Excited
The Band Perry,Comeback Kid
Faith No More,Epic
Taylor Swift,All Too Well
J. Cole,Intro
The Last Goodnight,Pictures Of You
Eazy-E,Real Muthaphuckkin' G's
Banks,Drowning
Gin Blossoms,Found Out About You
Sam Hunt,Come Over - Acoustic Mixtape
The Clash,London Calling - Remastered
Pharrell Williams,Freedom
Chance The Rapper,D.R.A.M. Sings Special
Adele,Remedy
The Allman Brothers Band,Blue Sky
Dierks Bentley,What The Hell Did I Say
Mayday Parade,Jamie All Over
Lil Wayne,Fireman - Main
Daft Punk,One More Time - Short Radio Edit
St. Lucia,Elevate
David Bowie,Starman - 2012 Remastered Version
David Guetta,She Wolf (Falling to Pieces) [feat. Sia]
Donna Lewis,I Love You Always Forever
Paradiso Girls,Patron Tequila
Kendrick Lamar,Mortal Man
A$AP Ferg,Hood Pope
Young Thug,Future Swag
JAY Z,Welcome To The Jungle
Waylon Jennings,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys"
2 Chainz,Gotta Lotta
Justin Bieber,As Long As You Love Me - Acoustic Version
Steve Miller Band,Abracadabra
Parmalee,Musta Had a Good Time
Cash Cash,Millionaire (feat. Nelly)
Kevin Gates,Sit Down
Clint Black,Killin' Time
J Balvin,6 AM
The Offspring,Gone Away
SAINt JHN,Roses
Cardi B,Lick
Vampire Weekend,Oxford Comma
Melanie Martinez,Carousel
Lifehouse,Everything
Russ,Ride Slow
Justin Bieber,Fall
Lynyrd Skynyrd,The Ballad Of Curtis Loew
Kevin Gates,Thugged Out (feat. Boobie Black)
The Beach Boys,California Girls
Carrie Underwood,So Small
Fall Out Boy,Young And Menace
Tracy Byrd,Drinkin' Bone
Wale,That Way - feat. Jeremih & Rick Ross
Futuristic,The Greatest
Taylor Swift,Dear John
The Griswolds,If You Wanna Stay
Mr. Probz,Nothing Really Matters - Afrojack Remix
HAIM,Don't Save Me
Red Hot Chili Peppers,The Adventures Of Rain Dance Maggie
Justin Bieber,That Should Be Me
Gavin DeGraw,Chariot
Plies,Shawty (feat. T Pain) - Featuring T Pain Explicit Album Version
Kim Carnes,Bette Davis Eyes
Gary Allan,Best I Ever Had
Rascal Flatts,I Won't Let Go
Dion,The Wanderer
ZHU,Faded - Odesza Remix
Lana Del Rey,American
George Strait,Love's Gonna Make It Alright
The Contours,Do You Love Me - Single Version (Mono)
David Banner,Play
Missy Elliott,The Rain (Supa Dupa Fly)
Jo Dee Messina,"Heads Carolina, Tails California"
Arctic Monkeys,Mardy Bum
Billy Joel,The Downeaster 'Alexa'
John Mayer,Stop This Train
Fetty Wap,Rewind (feat. Monty)
Sean Paul,Gimme The Light
blink-182,Sober
Israel Kamakawiwo'ole,Over The Rainbow / What A Wonderful World - Medley
YG,You Broke
Colt Ford,The High Life (feat. Chase Rice)
PnB Rock,New Day
Jon Bon Jovi,"Blaze Of Glory - From ""Young Guns II"" Soundtrack"
The Summer Set,Boomerang
Grace VanderWaal,I Don't Know My Name
Rihanna,Work - R3hab Remix
U2,Mysterious Ways
Miguel,waves - Remix
Bebe Rexha,I Can't Stop Drinking About You - Chainsmokers Remix
Kendrick Lamar,Real
The Weeknd,Stargirl Interlude
High School Musical Cast,What Time Is It
Chevelle,Face to the Floor
Future,Blow a Bag
Drake,The Real Her
Little Mix,Wings
Tim McGraw,Watch the Wind Blow By
Beck,Where It's At
Seals and Crofts,Summer Breeze
Chet Faker,Gold
Madeon,Pay No Mind
Blake Shelton,Straight Outta Cold Beer
3 Doors Down,It's Not My Time
Bon Jovi,I'll Be There For You
Kid Ink,Show Me REMIX
Tinashe,Company
Amerie,1 Thing
Vindata,All I Really Need
Wisin & Yandel,Algo Me Gusta De Ti
Bone Thugs-N-Harmony,Thuggish Ruggish Bone
Eminem,Going Through Changes
A$AP Ferg,New Level REMIX
Margot & The Nuclear So And So's,Broadripple Is Burning
Sade,Smooth Operator - Single Version
Twenty One Pilots,Hometown
Dae Dae,Woke Up
Alphaville,Forever Young
G-Eazy,Remember You
Ski Mask The Slump God,Like A Soccer Mom
Thomas Rhett,I Feel Good
Lana Del Rey,Love
Travis Porter,Make It Rain
Logic,Confess
Dave Matthews Band,Where Are You Going
Miguel,All I Want Is You
Avenged Sevenfold,Hail to the King
The Lumineers,Angela
Dom Kennedy,My Type of Party
Swedish House Mafia,Save the World - Radio Mix
Gucci Mane,Bling Blaww Burr (feat. Young Dolph)
Stevie Wonder,My Cherie Amour
The Him,Feels Like Home - Radio Edit
Gary Wright,Dream Weaver
Shawn Mendes,Honest
Kendrick Lamar,Wesley's Theory
Quavo,Key to the Street
The Weeknd,The Hills - Remix
Travis Scott,sweet sweet
Generation X,Dancing With Myself
Daughtry,No Surprise
alt-J,In Cold Blood
Shinedown,Sound Of Madness
LoveRance,UP! (Beat The P*ssy UP) [Street]
Julia Sheer,Little Talks
The Wailers,"Get Up, Stand Up"
Los Lonely Boys,Heaven
Charlie Puth,How Long
Saint Motel,Puzzle Pieces
A Tribe Called Quest,Can I Kick It?
Rascal Flatts,Why Wait
QUE.,Too Much (feat. Lizzle & Trey Songz)
Flume,Lose It
XXXTENTACION,RIP Roach
A$AP Ferg,East Coast
Rob Zombie,Dragula
Alabama Shakes,Sound & Color
Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me"""
Michael Bublé,Nobody But Me
Ski Mask The Slump God,Catch Me Outside
Colony House,Silhouettes
2Pac,2 Of Amerikaz Most Wanted
Wolfmother,Joker And The Thief
Yung Joc,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick) - Feat. Brandy ""Ms. B"" Hambrick Explicit Album Version"
DJ Khaled,We Takin' Over
Troye Sivan,TOO GOOD
AREA21,Spaceships
Hopsin,Ill Mind of Hopsin 5
Paolo Nutini,New Shoes
Fall Out Boy,Miss Missing You
alt-J,Left Hand Free - Lido Remix
The Beatles,Eight Days A Week - Remastered
Bella Thorne,TTYLXOX
DJ Suede The Remix God,Cash Me Outside (#CashmeOutside)
Travis Barker,"100 (feat. Kid Ink, Ty Dolla $ign, Iamsu!, & Tyga)"
Def Leppard,Photograph
Kanye West,Spaceship
Fabolous,Throw It In The Bag
Kat Dahlia,I Think I'm In Love
Tove Lo,Habits (Stay High) - The Chainsmokers Radio Edit
Alabama Shakes,Hang Loose
New Boyz,Tie Me Down (feat. Ray J) - Explicit Album Version
Macklemore & Ryan Lewis,Make The Money
Montgomery Gentry,My Town
Lost Kings,Phone Down
Lil Yachty,Good Day
2 Chainz,Riverdale Rd
The Avett Brothers,Ain't No Man
Brantley Gilbert,Bottoms Up
Beyoncé,Beautiful Liar - Main Version / Album Version
WALK THE MOON,Jenny
Ben E. King,Stand By Me - Single/LP Version
The War On Drugs,Red Eyes
Justin Timberlake,Not a Bad Thing
Future,Check On Me
Kid Cudi,Simple As...
My Chemical Romance,Dead!
The Beatles,"Hello, Goodbye - Remastered"
Fleetwood Mac,Gypsy
G.R.L.,Ugly Heart
Young Dro,Shoulder Lean (feat. T.I.) - Featuring T.I. Explicit Album Version
Darius Rucker,Southern Style
Mary J. Blige,Just Fine
French Montana,Bring Dem Things
Marilyn Manson,Tainted Love
Stanaj,Romantic - NOTD Remix
Yuna,Crush
Johnny Cash,Ain't No Grave
Miguel,waves - Tame Impala Remix
Whitesnake,Is This Love - 2017 Remastered Version
Yeah Yeah Yeahs,Heads Will Roll
Elton John,Candle In The Wind - Remastered 2014
The Neighbourhood,Female Robbery
JoJo,Leave (Get Out)
Gabrielle Aplin,Panic Cord - Hucci Remix
Toby Keith,Stays In Mexico
Dreezy,Wasted
Usher,U Don't Have to Call
Creed,My Own Prison
Flosstradamus,Came Up
Metro Boomin,Blue Pill
Mariah Carey,It's Like That
Future,Turn On The Lights
Pat Benatar,Shadows Of The Night
Lil Uzi Vert,Money Mitch
Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack/Pier"
Kanye West,I Am A God
NAV,NAV
Tritonal,Getaway
Sleeping At Last,I'm Gonna Be (500 Miles)
Lana Del Rey,Lust For Life (with The Weeknd)
Coldplay,Charlie Brown
Carrie Underwood,Remind Me - duet with Brad Paisley
Nirvana,The Man Who Sold The World
Cash Cash,All My Love (feat. Conor Maynard)
Young Money,EveryGirl In The World
Skizzy Mars,Time (feat. G-Eazy & Olivver the Kid)
The 1975,You
George Strait,She Let Herself Go
Migos,Look At My Dab
Bon Iver,Blood Bank
The Black Jets,I Love Rock 'n' Roll
6 Dogs,Faygo Dreams
Dan + Shay,Road Trippin'
J. Cole,Who Dat
Mac Miller,Cinderella (feat. Ty Dolla $ign)
Sebastian Ingrosso,Calling (Lose My Mind) - Radio Edit
Lorde,White Teeth Teens
Olly Murs,Up
T.I.,We Will Not
Christina Milian,Dip It Low
Amy Winehouse,You Know I'm No Good
The 1975,Paris
Maroon 5,If I Never See Your Face Again
Simple Plan,I'd Do Anything
Mumford & Sons,Awake My Soul
Yo Gotti,They Like
Slipknot,The Devil In I
21 Savage,Ghostface Killers
Lil Uzi Vert,Belly
The Weeknd,Shameless
Coolio,Gangsta's Paradise (As Heard in the Green Hornet) [Re-Recorded/Re-Mastered Version]
Bas,Lit - Bonus
TK N Cash,Mind Right
Kendrick Lamar,Complexion (A Zulu Love)
Faul & Wad Ad,Changes
LANY,ILYSB - STRIPPED
Gorillaz,Saturnz Barz (feat. Popcaan)
Nicki Minaj,Right Thru Me
Isaiah Rashad,Shot You Down (feat. Jay Rock & ScHoolboy Q)
Meek Mill,Bad For You (feat. Nicki Minaj)
Just A Gent,Limelight - NGHTMRE Remix
Rich Homie Quan,The Most
Justin Bieber,Heartbreaker
Little Mix,Salute
Cole Swindell,Brought To You By Beer
The Beatles,Oh! Darling - Remastered
O.A.R.,Shattered [Turn The Car Around]
One Direction,18
Bryson Tiller,Blowing Smoke
The Wailers,I Shot The Sheriff
Rajitheone,#WhiteGirlVoice
Hootie & The Blowfish,Hold My Hand
DJ Khaled,Holy Key
Brett Eldredge,No Stopping You
Gloria Gaynor,I Will Survive - Re Recording
Tha Joker,We Do It For Fun Pt. 2
Craig David,Fill Me In
ScHoolboy Q,THat Part - Black Hippy Remix
Glen Hansard,Falling Slowly
Ingrid Michaelson,You and I
The Lumineers,Morning Song
Snoop Dogg,Smokin' On - feat. Juicy J
The Cars,Good Times Roll
Big K.R.I.T.,Cadillactica
Quinn XCII,Make Time
Drake,Show Me A Good Time
Michael Jackson,Love Never Felt so Good
Moon Taxi,Two High
Russ,Someone to Drink With
Pistol Annies,Hell on Heels
Steve Aoki,Rage the Night Away
Atomic Kitten,The Tide Is High (Get The Feeling) [Radio Mix]
The Cheetah Girls,"Strut - From ""The Cheetah Girls 2"""
The Wallflowers,6th Avenue Heartache
Tommy James & The Shondells,Crimson And Clover - Single Version
The Cataracs,Top Of The World
Kanye West,Drunk and Hot Girls
Josh Turner,Long Black Train
ScHoolboy Q,Gangsta
Lorde,Sober
Stevie Nicks,Leather And Lace (with Don Henley)
YG,Bicken Back Being Bool
Janis Joplin,Cry Baby
Kenny Chesney,I'm Alive
J. Cole,High For Hours
Bananarama,Venus
Taylor Swift,Fifteen
The Zombies,Time Of The Season (Mono Version)
Two Door Cinema Club,Next Year - RAC Remix
Meghan Trainor,No Good For You
Jhene Aiko,Stay Ready (What A Life)
Romeo Santos,Eres Mía
Max Frost,White Lies
Halsey,Roman Holiday
Kaskade,Last Chance
Glee Cast,Valerie - Glee Cast Version
Ariana Grande,Daydreamin'
Kanye West,Never Let Me Down
Mariah Carey,Fantasy - Feat. O.D.B.
Captain & Tennille,Love Will Keep Us Together
Red Hot Chili Peppers,Dosed
Chris Young,"Save Water, Drink Beer"
Kanye West,Amazing
Adele,Hometown Glory
Jack Ü,Take Ü There (feat. Kiesza)
Bon Jovi,Runaway
MiMS,Like This
DRAM,Gilligan
Josh Turner,Firecracker
Kesha,Kiss N Tell
Iyaz,Pretty Girls (feat. Travie McCoy)
Kodak Black,Already
Kodaline,Love Like This
Lady Leshurr,Queen's Speech 4
Richard Marx,Right Here Waiting
DMX,Ruff Ryders' Anthem
Lil Wyte,Oxy Cotton
The Wombats,Let's Dance To Joy Division
Edward Sharpe & The Magnetic Zeros,Man On Fire
Young the Giant,Something To Believe In
Thompson Square,If I Didn't Have You
Kygo,Fragile
Chris Brown,Wall To Wall
The Head and the Heart,All We Ever Knew
Simon & Garfunkel,The Boxer
Tech N9ne,Fragile
DJ Felli Fel,Get Buck In Here
Imogen Heap,Hide and Seek
Ellie Goulding,Beating Heart
TLC,Unpretty
Jonas Brothers,Play My Music
Bowling For Soup,Girl All the Bad Guys Want
Modern English,"I Melt With You (7"" Mix)"
Kendrick Lamar,The Art of Peer Pressure
Major Lazer,Original Don
Daniel Caesar,Japanese Denim
Bobby Caldwell,What You Won't Do for Love
Grouplove,Good Morning
Sly & The Family Stone,Everyday People - Single Version
Taylor Swift,Blank Space
A Flock Of Seagulls,I Ran (So Far Away)
Kevin Garrett,Coloring
Childish Gambino,LES
Craig Campbell,Fish
The Pussycat Dolls,Beep
Florence + The Machine,What Kind Of Man
The Internet,Special Affair
The Lemonheads,Mrs. Robinson
Chase Rice,How She Rolls
Estelle,American Boy
Daryl Hall & John Oates,Out of Touch - Remastered
CHVRCHES,Recover
Bruce Springsteen,Rosalita (Come Out Tonight)
Nathaniel Rateliff & The Night Sweats,I Need Never Get Old
Brothers Osborne,Rum
Eric Church,Over When It's Over
Eminem,Never Enough
Kanye West,Gone
The Temptations,Get Ready
Hot Chelle Rae,I Like It Like That
Justin Bieber,All That Matters
Kanye West,Dark Fantasy
Mac Miller,Break The Law
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight)
Redbone,Come And Get Your Love
Ella Mai,She Don't (feat. Ty Dolla $Ign)
Rob Thomas,Ever The Same
Imagine Dragons,It Comes Back To You
Jon Bellion,The Good In Me
Birdy,People Help The People
Smokey Robinson & The Miracles,I Second That Emotion
The Beatles,A Day In The Life - Remastered
Aaron Carter,Aaron's Party (Come Get It)
Flume,This Song Is Not About A Girl
Thug,"Quarterback (feat. Offset, Quavo & Peewee Longway)"
Mötley Crüe,Smokin' In The Boys Room
Willie Nelson,On the Road Again
Zedd,Spectrum
Falling In Reverse,The Drug In Me Is You
Snoop Dogg,Signs
Twenty One Pilots,We Don't Believe What's On TV
Breaking Benjamin,Angels Fall
XY&O,Low Tide
Fuel,Falls On Me
Dylan Scott,Hooked
Luke Bryan,Cold Beer Drinker
Gavin DeGraw,In Love With a Girl
George Jones,He Stopped Loving Her Today
Future,Photo Copied
Macklemore & Ryan Lewis,Growing Up (feat. Ed Sheeran)
Dan + Shay,Somewhere Only We Know
Travis Scott,Piss On Your Grave
Eminem,On Fire
The Beatles,In My Life - Remastered
Big Sean,High
Fifth Harmony,Top Down
Tina Turner,What's Love Got to Do with It
Sara Evans,Born to Fly
Z,Nobody's Better (feat. Fetty Wap)
Benny Benassi,Cinema - Skrillex Remix
Aaron Carter,Sooner Or Later
Norah Jones,Don't Know Why
Beyoncé,Ego - Remix
DJ Kool,Let Me Clear My Throat - Live
blackbear,hell is where i dreamt of u and woke up alone
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll)
UB40,(I Can't Help) Falling in Love With You
Cassidy,Hotel
DJ Snake,A Different Way (with Lauv)
French Montana,Figure it Out
Glass Animals,Toes
Martin Solveig,Hello - Single Edit
Twenty One Pilots,Screen
Blue October,Hate Me
Trey Songz,Animal
Hoodie Allen,Make It Home (feat. Kina Grannis)
Mike WiLL Made-It,Grown up Fairy Tales (feat. Chance the Rapper & Jeremih)
Years & Years,Desire - Gryffin Remix
The Neighbourhood,Prey
Mary Wells,My Guy
Hailee Steinfeld,Starving - Acoustic
Yes,"I've Seen All Good People: a. Your Move, b. All Good People - Remastered"
Shwayze,Buzzin'
Lisa Loeb & Nine Stories,Stay
Young Thug,Can't Tell (feat. T.I. and Boosie BadAzz)
Fleet Foxes,White Winter Hymnal
G-Eazy,Bone Marrow
RaeLynn,Boyfriend
Young Thug,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)"
Bhad Bhabie,Hi Bich
The Band,Up On Cripple Creek - 2000 - Remaster
Kanye West,Fade
Christina Aguilera,Candyman
50 Cent,If I Can't
Linkin Park,Breaking The Habit
The Heavy,Short Change Hero
Nicky Jam,El Perdón - Forgiveness
Ryan Follese,Float Your Boat
Yellow Claw,Love & War (feat. Yade Lauren)
Mariah Carey,All I Want for Christmas Is You
Nicki Minaj,Stupid Hoe
Kane Brown,Thunder in the Rain
Pierce The Veil,King For A Day
Daya,Words
Nicki Minaj,Four Door Aventador
Nef The Pharaoh,Big Tymin
Pantera,Cowboys From Hell
The Brinks,Temporary Love
Lil Uzi Vert,Dark Queen
Bankroll Mafia,Out My Face
Roy Woods,Get You Good
Zella Day,Hypnotic
Justin Bieber,Nothing Like Us - Bonus Track
Jessica Andrews,Who I Am
White Town,Your Woman
Nickelback,When We Stand Together
T-Pain,F.B.G.M.
Steve Holy,Brand New Girlfriend
ScHoolboy Q,Druggys Wit Hoes Again (feat. Ab Soul)
Dimitri Vegas & Like Mike,Higher Place - Radio Edit
5 Seconds of Summer,Heartbreak Girl
Skrillex,Would You Ever
A$AP Rocky,Ghetto Symphony
Danielle Bradbery,Sway
Stevie Ray Vaughan,Little Wing
Rayy Dubb,You Lied
Red Hot Chili Peppers,Higher Ground - 2003 - Remaster
Major Lazer,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)"
Van Halen,Right Now
Bebe Rexha,The Way I Are (Dance With Somebody) [feat. Lil Wayne]
YG,FDT - Pt. 2
O.T. Genasis,Thick (feat. 2 Chainz)
Adele,Rumour Has It
Brooks & Dunn,Believe
B.o.B,Ready (feat. Future)
The Vamps,Middle Of The Night
5 Seconds of Summer,San Francisco
Romeo Santos,Promise
Linkin Park,Heavy (feat. Kiiara)
Miley Cyrus,Love Money Party
Hannah Montana,Gonna Get This
Mac Miller,Lucky Ass Bitch
Pitbull,Wild Wild Love
Kodak Black,Why They Call You Kodak
YG,My Nigga - Remix
ODESZA,Say My Name - Remix Edit
Arctic Monkeys,I Bet You Look Good On The Dancefloor
Robin Schulz,OK
The Cab,Angel With A Shotgun
The Beatles,While My Guitar Gently Weeps - Remastered
The Ready Set,Love Like Woe
Logic,Intro
Death Cab for Cutie,Black Sun
Sammy Adams,All Night Longer REMIX
Young Thug,Worth It
Paramore,Ignorance
Damion,In The Nights
Enya,Only Time - Original Version
Afrojack,Ten Feet Tall
Kodak Black,Young Prodigy
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack"
The Who,Eminence Front
Calvin Harris,Thinking About You
The Kinks,Lola - Coca Cola Version
Future,Fresh Air
Gorillaz,On Melancholy Hill
OutKast,Rosa Parks
Tech N9ne,Am I A Psycho
Trey Songz,I Invented Sex [feat. Drake]
Limp Bizkit,Rollin' (Air Raid Vehicle)
Thomas Rhett,Drink A Little Beer
Alex Newell,Nobody To Love
Mickey Avalon,My Dick
Timeflies,Worse Things Than Love
YG,Toot It And Boot It
Mickey Guyton,Better Than You Left Me
Gregory Alan Isakov,Big Black Car
Blackjack Billy,The Booze Cruise
"Artists Of Then, Now & Forever",Forever Country
Ed Sheeran,Take It Back
Young Money,Roger That
Marina and the Diamonds,Oh No!
Birdy,Wild Horses - Sam Feldt Remix
U2,Where The Streets Have No Name
The Shins,New Slang
J. Cole,Lights Please
Maroon 5,She Will Be Loved - Acoustic
DJ Drill,Buy It
Tinashe,Ride Of Your Life
Jason Aldean,See You When I See You
John Mayer,The Heart of Life
Little Big Town,When Someone Stops Loving You
Daughter,Medicine
Chef'Special,In Your Arms
George Strait,You Look So Good In Love
Victorious Cast,Best Friend's Brother
Francis and the Lights,Friends (feat. Bon Iver)
Real McCoy,Another Night
Sia,Never Give Up
Bow Wow Wow,I Want Candy
Carolina Liar,Show Me What I'm Looking For
T.I.,Poppin Bottles (feat. Drake)
Rascal Flatts,Me And My Gang
Macklemore,Drug Dealer (feat. Ariana DeBoo)
Ben Rector,When A Heart Breaks
One Direction,One Way or Another (Teenage Kicks)
Passion Pit,Constant Conversations
Wiz Khalifa,The Plan - feat. Juicy J
Fetty Wap,Trap Queen (feat. Quavo & Gucci Mane)
RAC,Cheap Sunglasses
Quinn XCII,Straightjacket
Tracy Byrd,I'm From The Country - Single Version
Adam Craig,Just a Phase
Old Dominion,Til It's Over
The Head and the Heart,Let's Be Still
Sam Hunt,House Party - Acoustic Mixtape
Toby Keith,God Love Her
CeeLo Green,Forget You
DJ Khaled,Tourist
OneRepublic,Rich Love (with Seeb)
Mumford & Sons,Hopeless Wanderer
Story Of The Year,Until The Day I Die
Snow Patrol,Run - Revised Album Version
Seinabo Sey,Younger - Kygo Remix
He Is We,All About Us
Aerosmith,Back In the Saddle
Kendrick Lamar,Keisha's Song (Her Pain)
Garbage,Only Happy When It Rains
Flo Rida,Here It Is (feat. Chris Brown)
2Pac,I Ain't Mad At Cha - Album Version (Edited)
Lynyrd Skynyrd,Call Me The Breeze
Bad Suns,Salt
Dan + Shay,All Nighter
Mariah Carey,#Beautiful
Nathaniel Rateliff & The Night Sweats,S.O.B.
Flatbush Zombies,"New Phone, Who Dis?"
Tove Lo,Talking Body - Gryffin Remix
Weezer,Feels Like Summer
Train,Angel in Blue Jeans
Keith Urban,You Look Good In My Shirt
Tyga,Muthaf**ka Up
NAV,Sleep
Ariana Grande,Be Alright
Cinderella,Don't Know What You Got (Till It's Gone)
Foo Fighters,All My Life
O.T. Genasis,Push It
Florida Georgia Line,Hands On You
Sweet,Fox On The Run
Jidenna,Classic Man - Remix
Colt Ford,Answer to No One (feat. JJ Lawhorn)
The xx,Heart Skipped a Beat
Oh Wonder,Technicolour Beat
Rodney Atkins,He's Mine
Lorde,Glory And Gore
Beyoncé,I Was Here
Imagine Dragons,Tiptoe
The White Stripes,Fell In Love With A Girl
Pia Mia,"Hold On, We're Going Home"
ZZ Top,Tush - 2006 Remastered Version
David Bowie,Modern Love - 1999 Remastered Version
AWOLNATION,Woman Woman
Cage The Elephant,Aberdeen
Audioslave,Be Yourself
Troye Sivan,Touch
Stone Temple Pilots,Creep
Kris Kross Amsterdam,Are You Sure? (feat. Ty Dolla $ign)
Big Gigantic,The Little Things (feat. Angela McCluskey)
Chase Rice,Beer With the Boys
